name,rating,about,cuisines,preferences,features,entitas_lokasi,entitas_jenis_makanan,entitas_menu,entitas_preferensi,entitas_features
Olala Cafe,4.5,Cash Only,"['International', 'European', 'Asian', 'Thai', 'Indonesian']","['red curry', 'tuna', 'amazing food', 'local warung', 'best food on the island', 'taste', 'sesame', 'smoothies']","['Cash Only', 'Free off-street parking', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout']",Pemenang,"['Asian', 'Western']",[],"['red curry', 'tuna', 'amazing food', 'local warung', 'best food on the island', 'taste', 'sesame', 'smoothies']","['Cash Only', 'Free off-street parking', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout']"
Dolcemare Italian restaurant,5.0,"Dolcemare italian restaurant is original on the recipe on a fine dining set-up, with a good international wine selection. Our key words are: food quality, wine selection, service care. Home made pasta, wooden oven baked bread and fresh high quality local fish. Rum, Whisky, Cognac for the after dinner to enjoy on the leather armchair. Dining at Dolcemare is a whole experience.","['Italian', 'Seafood', 'Mediterranean', 'European']",['mains'],"['Accepts Credit Cards', 'Free Wifi', 'Highchairs Available', 'Mastercard', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Wine and Beer']",Pemenang,['Western'],['Seafood'],['mains'],"['Accepts Credit Cards', 'Free Wifi', 'Highchairs Available', 'Mastercard', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Wine and Beer']"
Fat Cats Bar & Restaurant,4.5,"Whether you prefer to sit on the beach with your feet in the sand, or in our cool and breezy elevated bistro, Fat Cats bar and restaurant has it all. Catering for over 100 diners, we serve a wide variety of breakfast, lunch and dinner options including our famous Mexican classics, we now offer a wider variety of options for everyone from the hungry diver to the health conscious vegan. Fat Cats is open daily from 7am until 11pm. Our room guests are invited to enjoy the breakfast buffet from 7am until 10am (outside diners are also welcome). Our a la cart breakfast options are available between 7am and 11.30am and include our famous breakfast burrito, smashed avocado and poached eggs, smoked salmon over rye bread, creamy coconut porridge, smoothie bowls and much more. Lunch includes a range of salads, poke bowls, pasta, burgers, sandwiches or Indonesian and Asian favorites. Whether you’re looking for a light snack or something more filling, we have catered for everyone, with a choi","['Italian', 'Mexican', 'Japanese', 'Bar', 'International', 'Asian', 'Indonesian']","['burger', 'beef rendang', 'calamari', 'gili t', 'our waiter', 'ate here', 'amazing food', 'during our stay', 'lunch and dinner', 'beach', 'island', 'indonesia', 'sea', 'ramadan', 'vibes', 'platter']","['Beach', 'Buffet', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,"['Asian', 'Western']",[],"['burger', 'beef rendang', 'calamari', 'gili t', 'our waiter', 'ate here', 'amazing food', 'during our stay', 'lunch and dinner', 'beach', 'island', 'indonesia', 'sea', 'ramadan', 'vibes', 'platter']","['Beach', 'Buffet', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Danima Restaurant,4.5,Beach,"['Italian', 'Seafood', 'Mediterranean', 'Barbecue', 'European']","['seafood', 'gili t', 'romantic dinner', 'island', 'beach', 'homemade', 'waves']","['Beach', 'Cash Only', 'Family style', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Waterfront']",Gili Trawangan,['Western'],"['Seafood', 'Barbecue']","['seafood', 'gili t', 'romantic dinner', 'island', 'beach', 'homemade', 'waves']","['Beach', 'Cash Only', 'Family style', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Waterfront']"
Coffee & Thyme - Gili Trawangan,5.0,Coffee & Thyme is about fresh coffee and homemade goods such as vegan cakes! Swing by any time for a good time.,"['Cafe', 'International', 'Healthy']","['brunch', 'sandwich', 'iced latte', 'great coffee', 'gili t', 'vegan', 'bowl']","['Seating', 'Table Service', 'Takeout']",Gili Trawangan,['Western'],[],"['brunch', 'sandwich', 'iced latte', 'great coffee', 'gili t', 'vegan', 'bowl']","['Seating', 'Table Service', 'Takeout']"
Le Petit Gili,4.5,"The place to discover the incredible Indonesian cuisine and to get the missing home food like burgers, pastas etc….. Just located at the harbour and the famous night market….. 24/7 de bonheur!","['Fast Food', 'Grill', 'Healthy']","['burger', 'salad', 'night market', 'local food', 'gili', 'bbq', 'lombok']","['Delivery', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Other'],['Grill'],"['burger', 'salad', 'night market', 'local food', 'gili', 'bbq', 'lombok']","['Delivery', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Casa Vintage Beach,4.5,"We serve food home cooked with love. The restaurant is set at the beach, there is no indoor seating. Its a great location to see the sunset and then enjoy a dinner and desserts, we also have fresh oysters and a cheeseplatter with imported cheeses from Italy. Every night, we light a bonfire, when its not to windy. Open all day! Welcome!","['Caribbean', 'Jamaican']","['chicken', 'oreo cheesecake', 'yellow fin', 'gili t', 'amazing food', 'trench town', 'best food on the island', 'amazing place', 'sunset view', 'amazing sunset', 'during our stay', 'beach', 'jamaican', 'bali', 'vibes', 'wrap']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Pemenang,['Other'],[],"['chicken', 'oreo cheesecake', 'yellow fin', 'gili t', 'amazing food', 'trench town', 'best food on the island', 'amazing place', 'sunset view', 'amazing sunset', 'during our stay', 'beach', 'jamaican', 'bali', 'vibes', 'wrap']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
Mowie's Bar,4.5,"The chilled out vibe at Mowie's bungalows has drifted closer to the beach with a modern sunset bar offering ice cold beer and a spectacular sunset view. Healthy menu including the signature Egg's Benedict on a bed of bubble and squeak and 'Happy Salmon'; a bamboo charcoal infused ciabatta with lettuce, smoke salmon, blue cheese and sun dried tomato. The quality Organic ingredients are imported fresh from Bali and Lombok . It's not just the food that will make you return, the staff do too. You're more than customer at Mowie's and it's the people that makes this place so special, which is why Mowie's is often referred to a ""home away from home"".",['Healthy'],"['tuna burger', 'curry', 'watch the sunset', 'delicious food', 'island', 'beach', 'chill', 'beanbags', 'gili', 'vibes', 'bali', 'sea']","['Cash Only', 'Free Wifi', 'Full Bar', 'Live Music', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront', 'Wheelchair Accessible']",Pemenang,['Other'],[],"['tuna burger', 'curry', 'watch the sunset', 'delicious food', 'island', 'beach', 'chill', 'beanbags', 'gili', 'vibes', 'bali', 'sea']","['Cash Only', 'Free Wifi', 'Full Bar', 'Live Music', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront', 'Wheelchair Accessible']"
Milk Espresso Kuta Lombok,4.5,"Milk Espresso is a modern, family owned business, having had many years experience in Popular cafes and coffee shops in Australia. We specialise in being the best in Lombok, for our fresh food and coffee. We open for breakfast, lunch and dinner from 7.00am until 10.00pm everyday. Rooftop Bar, with Live music or Chilled out Music with Happy Hours to end a great day surfing or exploring.","['Cafe', 'International']","['pasta', 'juice', 'salmon', 'every morning', 'lombok', 'boutique']","['Accepts Credit Cards', 'Cash Only', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Kuta,['Western'],[],"['pasta', 'juice', 'salmon', 'every morning', 'lombok', 'boutique']","['Accepts Credit Cards', 'Cash Only', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Voodoo Kitchen,5.0,"Welcome to our easy going Restaurant, located inside Voodoo Gili hotel, 5 minutes walk up from the Night-market. Serving up Gili Trawangans BEST BURGERS, we cater for Vegetarians & Vegans aswell as meat lovers. We also have snacks and local food available. Enjoy cold beers, Cocktails and more from our bar. We offer free drinking water and bottle refills. Our beautiful extra large pool is open to outside guests who are eating/drinking with us. Open from 5pm to 9pm We serve real Pork, but our Muslim head chef can prepare any dish Halal if required. Our kitchen is 'open' style so you can watch our chefs working and admire the western standard of cleanliness that we insist on. We look forward to seeing you!","['American', 'Bar', 'Grill', 'Australian']","['burger', 'gili t']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,['Western'],['Grill'],"['burger', 'gili t']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Yadish Bar and Resto,5.0,"yadish restaurant is one of the restaurants that provide a variety of cuisine and beverages, yadish restauran located at Gili Air Island about 400 meters from the east coast of the gili air which is very strategic, comfortable place and quality products and affordable prices.","['Italian', 'Mexican', 'Chinese']","['beef rendang', 'bali']","['Delivery', 'Drive Thru', 'Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Wine and Beer']",Pemenang,"['Asian', 'Western']",[],"['beef rendang', 'bali']","['Delivery', 'Drive Thru', 'Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Wine and Beer']"
Warung Flora,4.5,Amazing freshly Local and Western Food All shakes are made with high quality drink water,"['Asian', 'Indonesian']","['seafood', 'mie goreng', 'spring rolls', 'local food', 'tasty food', 'pepes', 'warung']","['Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Kuta,['Asian'],[],"['seafood', 'mie goreng', 'spring rolls', 'local food', 'tasty food', 'pepes', 'warung']","['Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Ko Ko Mo Restaurant,4.5,"Elegant restaurant set on the beach with stunning views to Lombok. An innovative mix of Asian, French and Italian inspired fusion dishes, focusing on fresh seafood, quality imported meats and homemade pastas, breads, desserts and pastries","['Seafood', 'Mediterranean', 'European', 'Indonesian']","['steak', 'seafood', 'salad', 'bread', 'gili t', 'last night', 'food was amazing', 'my boyfriend', 'during our stay', 'dining experience', 'birthday dinner', 'cooked perfectly', 'the pearl', 'beach', 'island', 'bali', 'ocean']","['Accepts Credit Cards', 'American Express', 'Beach', 'Family style', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Non-smoking restaurants', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']",Lombok,"['Asian', 'Western']",['Seafood'],"['steak', 'seafood', 'salad', 'bread', 'gili t', 'last night', 'food was amazing', 'my boyfriend', 'during our stay', 'dining experience', 'birthday dinner', 'cooked perfectly', 'the pearl', 'beach', 'island', 'bali', 'ocean']","['Accepts Credit Cards', 'American Express', 'Beach', 'Family style', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Non-smoking restaurants', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']"
Chill Out Bar & Bungalows,4.5,"Chill Out Bar is set on the main beach area of Gili Air looking directly at Mount Rinjani Lombok and the warm tropical blue waters between them. This is an ideal setting for Breakfast, Lunch or Dinner or just to kick back relax and watch the world go by sipping on our freshly made Juices or a few Cocktails. We have a very extensive menu which includes a variety of appetizers, freshly made soups and salads. Indonesian and Chinese cuisine and Western favourites such as Pizza & Pasta, Burgers & Sandwiches all made from our In-House Bakery.Our daily Fresh Seafood BBQ is one of the best on Gili Air.","['Seafood', 'International', 'Asian', 'Indonesian']","['seafood', 'salad', 'fresh fish', 'during our stay', 'bbq', 'beach', 'island', 'sand', 'lombok', 'sunbeds']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible']",Pemenang,['Asian'],['Seafood'],"['seafood', 'salad', 'fresh fish', 'during our stay', 'bbq', 'beach', 'island', 'sand', 'lombok', 'sunbeds']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible']"
Pizzeria Regina,4.5,Delivery,"['Italian', 'Pizza', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","['pizza', 'gili t', 'island', 'indonesia', 'dough', 'cheese']","['Delivery', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Pemenang,['Western'],['Pizza'],"['pizza', 'gili t', 'island', 'indonesia', 'dough', 'cheese']","['Delivery', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
Bliss Casa,4.5,"Samadhi Restaurant serves vegetarian and vegan High vibrational nutritious food with loads of flavor. We source all of our ingredients locally and prepare and cook everything in our open kitchen at the restaurant. Every sauce & cake is cooked and baked here. We don’t use any processed foods or something that came in a can. There is also a no plastic bulk food shop in Samadhi. Bring ur jars! The space is a sanctuary of flow. It’s spacious with plants & art filling the walls from my travels in Europe. My favorite music is always playing & your welcome to pick up our guitar & play a tune or dance. You can sit and watch the world go by in our bar arched window seats, or on the outdoor pavement. Upstairs there is cafe style indoor seating & outdoor terrace bar hang out tables. On the third floor we have a roof top with views to both bali & Lombok. In the evening the fairy lights come on & creates a beautiful magical atmosphere.","['Bar', 'Cafe', 'Healthy', 'Indonesian', 'Arabic']",[],"['Accepts Credit Cards', 'Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Gili Trawangan,"['Asian', 'Western']",[],[],"['Accepts Credit Cards', 'Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Puri Mas Beachfront Restaurant,4.5,"Puri Mas Beachfront Restaurant offers in house guests and visitors one of the most amazing dining locations in Lombok. The restaurant is located directly on the beachfront in the peaceful fishing bay of Mangsit Beach. Diners can relax overlooking the ocean enjoying a delicious meal of fresh local seafood (seafood platter must be ordered one day in advance), traditional Indonesian cuisine or international flavours prepared by Chef Santi. Guests may enjoy a la carte breakfast, lunch or dinner between 7 AM-10.30 PM daily. Make your reservation now and tickle your tastebuds with some of Santi’s amazing delights!!","['Seafood', 'International', 'Asian', 'Grill', 'Indonesian']","['seafood platter', 'chilli', 'romantic dinner', 'hotel', 'beach', 'sunset']","['Beach', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Senggigi,['Asian'],"['Seafood', 'Grill']","['seafood platter', 'chilli', 'romantic dinner', 'hotel', 'beach', 'sunset']","['Beach', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
Scooperific Cafe & Gelato,4.5,"Scooperific proposes home-made Italian gelato and sorbet served in home-made cones.Welcome to our friendly outlet located next to the Chillout Bar on the main beach walk.All our products are home-made in Gili Air in our laboratory fully equipped in stainless steel, using the best Italian recipes and ingredients.Hygiene and respect of the cold-chain are our priorities to ensure maximum food safety.Gelatos are made with pasteurized full cream milk and Sorbettos are made with imported mineral water.We only use premium products imported from Italy and we produce gelatos and sorbettos every day to deliver the best possible quality to our customers.We try to be as eco-friendly as possible, thus we don't use plastic cups and we recycle everything that we can.",['Cafe'],[],"['Free Wifi', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Takeout', 'Wine and Beer']",Pemenang,['Western'],[],[],"['Free Wifi', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Takeout', 'Wine and Beer']"
Sharkbites,4.5,Accepts Credit Cards,"['American', 'Bar', 'International', 'European']","['wedges', 'potatoes', 'pork sandwich', 'amazing food', 'ate here', 'other places', 'island', 'beer']","['Accepts Credit Cards', 'Beach', 'Cash Only', 'Delivery', 'Family style', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Pemenang,['Western'],[],"['wedges', 'potatoes', 'pork sandwich', 'amazing food', 'ate here', 'other places', 'island', 'beer']","['Accepts Credit Cards', 'Beach', 'Cash Only', 'Delivery', 'Family style', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
Square Restaurant and Lounge,4.5,Accepts Credit Cards,"['International', 'European', 'Asian', 'Indonesian']","['steak', 'seafood', 'prawns', 'mahi mahi', 'ate here', 'fine dining', 'nice atmosphere', 'quality of food', 'lombok', 'hotel']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Wheelchair Accessible']",Senggigi,"['Asian', 'Western']",[],"['steak', 'seafood', 'prawns', 'mahi mahi', 'ate here', 'fine dining', 'nice atmosphere', 'quality of food', 'lombok', 'hotel']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Wheelchair Accessible']"
MAHAMAYA Gili Meno Restaurant,4.5,"Our stylish restaurant and bar offer stunning views of the beach. Should you tire of gazing across idyllic tropical seas, you can always watch our executive chef Hamzar create mouth-wateringly irresistible dishes in his open kitchen from your table. We cook fresh, simple and – wherever possible – organic food. Our highly acclaimed restaurant delivers delicious food of an International standard – with a twist – carefully created by our executive chef. Enjoy a luxurious lunch or a sublimely romantic evening dinner in one of our popular and magically-lit waterfront beach tables. Cool off from the tropical heat with a refreshing drink at our seafront bar. Or enjoy the perfect end to a perfect day with a classic cocktail and spectacular sunset views.","['Seafood', 'International', 'European', 'Asian', 'Indonesian']","['steak', 'fresh fish', 'other places', 'during our stay', 'lunch and dinner', 'sunset view', 'white chocolate', 'gili', 'beach', 'cocktails', 'island', 'yum']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront']",Pemenang,"['Asian', 'Western']",['Seafood'],"['steak', 'fresh fish', 'other places', 'during our stay', 'lunch and dinner', 'sunset view', 'white chocolate', 'gili', 'beach', 'cocktails', 'island', 'yum']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront']"
Nuf'said Warung,4.5,"On beach in front of Verve Villas, Qunice Villas and just next to Holiday Resort Lombok at Senggigi Beach","['Seafood', 'Asian', 'Indonesian']","['seafood', 'rice', 'nasi goreng', 'fresh fish', 'calamari', 'curries', 'king prawns', 'juice', 'cold beer', 'local food', 'watching the sunset', 'located right', 'cooked beautifully', 'lombok', 'hotel', 'beach', 'warung', 'beers', 'sand', 'ocean']","['Live Music', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Senggigi,['Asian'],['Seafood'],"['seafood', 'rice', 'nasi goreng', 'fresh fish', 'calamari', 'curries', 'king prawns', 'juice', 'cold beer', 'local food', 'watching the sunset', 'located right', 'cooked beautifully', 'lombok', 'hotel', 'beach', 'warung', 'beers', 'sand', 'ocean']","['Live Music', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
The Kliff,4.5,"Indulge in a delicious selection of grills, meat, and seafood with a stunning view overlooking the ocean, The Peak Restaurant exudes relaxation. During the day savour lunch from the extensive a la carte menu serving delicious pizzas, gourmet sandwiches and fresh salads. At sundown, candlelight transforms this outdoor space into a romantic dining experience overlooking the waves","['Italian', 'Japanese', 'Seafood', 'European', 'Asian', 'Indonesian']","['steak', 'pasta', 'sushi', 'delicious food', 'golf cart', 'amazing views', 'a nice touch', 'watching the sunset', 'lombok', 'cocktails', 'katamaran', 'resort', 'ocean', 'square']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Valet Parking']",Senggigi,"['Asian', 'Western']",['Seafood'],"['steak', 'pasta', 'sushi', 'delicious food', 'golf cart', 'amazing views', 'a nice touch', 'watching the sunset', 'lombok', 'cocktails', 'katamaran', 'resort', 'ocean', 'square']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Valet Parking']"
Egoiste Restaurant,4.5,"EGOÏSTE BEACH RESTAURANT SEAFOOD BBQ SPECIALIST INDONESIAN AND WESTERN FOOD Tables & sunbeds on the top front beach close from the harbour in the main road. The restaurant is serving culinary dishes with indonesian and french origins. Our speciality is the seafood barbecue at night freshly cooked and served. We also provide quality imported wines and succulent french homemade desserts. Come enjoy your breakfast, lunch and dinner with the best view on the Gili Islands and Lombok.","['Bar', 'Pub', 'Healthy', 'Gastropub']",[],"['Beach', 'Buffet', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Table Service', 'Validated Parking', 'Waterfront', 'Wine and Beer']",Pemenang,['Other'],[],[],"['Beach', 'Buffet', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Table Service', 'Validated Parking', 'Waterfront', 'Wine and Beer']"
B52,5.0,B52 is a 3rd wave coffee bar & eatery. Private dinner. ( booking only) We only use the best local coffee & the best local produce.,"['Cafe', 'Fusion', 'Healthy', 'Gastropub']",[],"['Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Wine and Beer']",Pemenang,['Western'],[],[],"['Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Wine and Beer']"
Pearl Beach Lounge,4.5,We have re-opened our restaurant after renovations and are currently in the process of getting new professional photographs taken. Sit with your feet in the sand and gaze over the Gili Trawangan's pristine azure waters and onto Lombok's Majestic Mount Rinjani. Kick back and enjoy tapas and a cocktail whilst you bask in the warmth of the tropical sun or enjoy dinner with wine under a star filled sky on our restaurant terrace.,"['Seafood', 'International', 'European', 'Asian', 'Fusion', 'Healthy', 'Indonesian']","['pad thai', 'steak', 'risotto', 'gili t', 'nice food', 'beautiful restaurant', 'island', 'bamboo', 'lombok']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']",Gili Trawangan,"['Asian', 'Western']",['Seafood'],"['pad thai', 'steak', 'risotto', 'gili t', 'nice food', 'beautiful restaurant', 'island', 'bamboo', 'lombok']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']"
Asmara Restaurant & Lounge,4.5,"Honest local and European food since 1997 with a good range of vegan and gluten free options. MSG is banned from our kitchen. Zero Waste Restaurant - we avoid plastic water bottles, turn leftover food into compost and make eco bricks from plastic waste which can't be recycled. Refill your water bottle for free when patronizing the restaurant!","['International', 'Indonesian']","['rijsttafel', 'chicken curry', 'fries', 'sate', 'lombok', 'hotel']","['Accepts Credit Cards', 'Family style', 'Free Wifi', 'Full Bar', 'Gift Cards Available', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Wine and Beer']",Senggigi,['Asian'],[],"['rijsttafel', 'chicken curry', 'fries', 'sate', 'lombok', 'hotel']","['Accepts Credit Cards', 'Family style', 'Free Wifi', 'Full Bar', 'Gift Cards Available', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Wine and Beer']"
Cafe Sunshine,5.0,Digital Payments,"['Cafe', 'Asian', 'Korean', 'Fusion', 'Indonesian']",[],"['Digital Payments', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Gili Trawangan,"['Asian', 'Western']",[],[],"['Digital Payments', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
