name,rating,about,cuisines,preferences,features,entitas_lokasi,entitas_jenis_makanan,entitas_menu,entitas_preferensi,entitas_features
BOOgils Sunset Bar,3.5,Free Wifi,"['Italian', 'Bar', 'Pizza', 'Seafood', 'Asian']",[],"['Free Wifi', 'Full Bar', 'Live Music', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,"['Asian', 'Western']","['Pizza', 'Seafood']",[],"['Free Wifi', 'Full Bar', 'Live Music', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
El-Pirata Beach Bar and Grill,4.0,El Pirata Beach Bar and Grill fresh sea food everyday the best coctail,"['Barbecue', 'Asian', 'Indonesian']","['sunset', 'beach', 'waiters', 'beanbags']","['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,"['Asian', 'Western']",['Barbecue'],"['sunset', 'beach', 'waiters', 'beanbags']","['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
RM. Nada Alam Nyaman,4.0,Accepts Credit Cards,"['Asian', 'Indonesian']",[],"['Accepts Credit Cards', 'Buffet', 'Dog Friendly', 'Free Wifi', 'Non-smoking restaurants', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Table Service', 'Takeout']",Mataram,['Asian'],[],[],"['Accepts Credit Cards', 'Buffet', 'Dog Friendly', 'Free Wifi', 'Non-smoking restaurants', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Table Service', 'Takeout']"
Coral Beach 1,3.5,Outdoor Seating,"['Pizza', 'Asian', 'Indonesian']",[],"['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Gili Trawangan,"['Asian', 'Western']",['Pizza'],[],"['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Sendok Restaurant & Bar,4.0,"Following “Sendok Restaurant’s”theme of “olde” Dutch Colonial style served you for Breakfast, Lunch and Dinner , it is open from 08:00 to 23:00 , provided Amazing taste of Asian cuisine, Indonesian and western food with Asian ingredients all can be enjoyed while looking at senggigi town.","['Seafood', 'International', 'Asian', 'Indonesian']",[],"['Digital Payments', 'Free off-street parking', 'Free Wifi', 'Highchairs Available', 'Live Music', 'Parking Available', 'Wine and Beer']",Senggigi,['Asian'],['Seafood'],[],"['Digital Payments', 'Free off-street parking', 'Free Wifi', 'Highchairs Available', 'Live Music', 'Parking Available', 'Wine and Beer']"
Meno Mojo Restaurant,3.5,Accepts Credit Cards,"['Pizza', 'Seafood', 'Asian', 'Indonesian']",[],"['Accepts Credit Cards', 'Buffet', 'Cash Only', 'Delivery', 'Free Wifi', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Visa', 'Waterfront', 'Wine and Beer']",Pemenang,"['Asian', 'Western']","['Pizza', 'Seafood']",[],"['Accepts Credit Cards', 'Buffet', 'Cash Only', 'Delivery', 'Free Wifi', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Visa', 'Waterfront', 'Wine and Beer']"
Full Moon Cafe,3.5,Unknown,"['Asian', 'Indonesian']",[],"['Beach', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Television', 'Waterfront', 'Wheelchair Accessible']",Kuta,['Asian'],[],[],"['Beach', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Television', 'Waterfront', 'Wheelchair Accessible']"
Jali Cafe,3.5,Cash Only,['Indonesian'],[],"['Cash Only', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,['Asian'],[],[],"['Cash Only', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']"
Ocean Blue Seafood Restaurant,3.5,Outdoor Seating,"['Seafood', 'Asian', 'Indonesian']",[],"['Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Senggigi,['Asian'],['Seafood'],[],"['Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
Ketapang Cafe,3.5,Outdoor Seating,"['International', 'Asian', 'Indonesian']",[],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",Kuta,['Asian'],[],[],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']"
Genius Beach Bar and Restaurant,3.5,Unknown,['European'],[],"['Delivery', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Western'],[],[],"['Delivery', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Ocean 2,3.0,Accepts Credit Cards,"['Asian', 'Indonesian']","['salad', 'tuna', 'kebab', 'red snapper', 'gili t', 'ate here', 'tasty food', 'free soup', 'during our stay', 'island', 'bbq']","['Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Gili Trawangan,['Asian'],[],"['salad', 'tuna', 'kebab', 'red snapper', 'gili t', 'ate here', 'tasty food', 'free soup', 'during our stay', 'island', 'bbq']","['Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
Munchies Guesthouse Restaurant,3.0,Free Wifi,"['Asian', 'Indonesian']",[],"['Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Pemenang,['Asian'],[],[],"['Free Wifi', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
La Moomba,3.0,Accepts Credit Cards,"['Bar', 'Indonesian']","['pizza', 'seafood platter', 'gili t', 'turtles', 'chill', 'loungers', 'beds', 'smoothies', 'bintang']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,['Asian'],[],"['pizza', 'seafood platter', 'gili t', 'turtles', 'chill', 'loungers', 'beds', 'smoothies', 'bintang']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']"
Evolution Bar Sushi Restaurant,3.5,Live Music,"['Bar', 'Pub']",[],"['Live Music', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,['Other'],[],[],"['Live Music', 'Seating', 'Serves Alcohol', 'Table Service']"
JM's Steakhouse,3.0,"The Gili's only Steakhouse, Using only the Best Quality, Premium grade, Imported Australia Beef. We Have the Best Steaks, Burgers and Homemade Pasta on the Island or any other Island! Come Join US!!","['Italian', 'American', 'Steakhouse', 'Bar', 'Barbecue', 'Pub', 'Australian']",[],"['Accepts Credit Cards', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Television', 'Visa']",Gili Trawangan,['Western'],['Barbecue'],[],"['Accepts Credit Cards', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Television', 'Visa']"
Warung Aldi's,3.0,Warung Aldy's,"['Pizza', 'Indonesian']",[],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",Kuta,"['Asian', 'Western']",['Pizza'],[],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']"
TaMi's NeverLanD,3.0,Outdoor Seating,"['Barbecue', 'Asian', 'Indonesian']",[],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",Gili Air,"['Asian', 'Western']",['Barbecue'],[],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']"
Frontera Tex Mex Senggigi,5.0,Accepts Credit Cards,"['Mexican', 'Asian', 'Healthy', 'Indonesian']","['nachos', 'taco', 'amazing food', 'beachfront location', 'friendly service', 'beach front', 'ate here', 'indra', 'sunset', 'vegetarian', 'indonesia']","['Accepts Credit Cards', 'Delivery', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa']",Senggigi,['Asian'],[],"['nachos', 'taco', 'amazing food', 'beachfront location', 'friendly service', 'beach front', 'ate here', 'indra', 'sunset', 'vegetarian', 'indonesia']","['Accepts Credit Cards', 'Delivery', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa']"
Optimiz Prime,5.0,Vegan and Indonesian Restaurant,"['Asian', 'Healthy', 'Indonesian']","['noodles', 'chicken', 'rendang', 'delicious food', 'indonesian cuisine', 'local food', 'limo', 'presentation', 'dishes', 'island', 'ambience', 'warung', 'colonial']","['Accepts Credit Cards', 'Reservations', 'Seating', 'Table Service']",gili air,['Asian'],[],"['noodles', 'chicken', 'rendang', 'delicious food', 'indonesian cuisine', 'local food', 'limo', 'presentation', 'dishes', 'island', 'ambience', 'warung', 'colonial']","['Accepts Credit Cards', 'Reservations', 'Seating', 'Table Service']"
Kiosko - Spanish Tapas and Churros,4.5,"Spanish food bites based on the traditional home made tradition. Our speciality: CHURROS! Recovering the third generation family tradition of Churro makers. All our traditional Spanish menu includes Tortillas, Sangría, Tapas, Bocadillos, Croquetas... Delicious Mediterranean flavors!",['Spanish'],"['croquetas', 'paella', 'tortillas', 'shrimp', 'fabulous food', 'taste', 'mozzarella', 'portions']","['Accepts Credit Cards', 'Cash Only', 'Delivery', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,['Other'],[],"['croquetas', 'paella', 'tortillas', 'shrimp', 'fabulous food', 'taste', 'mozzarella', 'portions']","['Accepts Credit Cards', 'Cash Only', 'Delivery', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Lolita Gili,4.5,Accepts Credit Cards,"['Mexican', 'Latin', 'Spanish']","['tacos', 'burrito', 'deserves a raise', 'amazing drinks', 'amazing food', 'waiter', 'vibes', 'gili', 'island', 'beach']","['Accepts Credit Cards', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Mastercard', 'Non-smoking restaurants', 'Outdoor Seating', 'Parking Available', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Wine and Beer']",Gili Trawangan,['Other'],[],"['tacos', 'burrito', 'deserves a raise', 'amazing drinks', 'amazing food', 'waiter', 'vibes', 'gili', 'island', 'beach']","['Accepts Credit Cards', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Mastercard', 'Non-smoking restaurants', 'Outdoor Seating', 'Parking Available', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Wine and Beer']"
Ko-Ko-Mo Restaurant,5.0,"With its superb beachfront location our restaurant (headed by an Australian chef) focuses on local produce with a menu comprising a fusion of culinary influences including Asian, Seafood and Italian - heavily influenced by local seafood caught daily in the pristine and plentiful waters off Lombok. We cater to all dietary requirements","['Seafood', 'Mediterranean', 'European', 'Asian', 'Indonesian']",['lovely location'],"['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,"['Asian', 'Western']",['Seafood'],['lovely location'],"['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Gecko Kuta Lombok,5.0,"One of the best restaurants in Kuta Lombok that offers amazingly brewed coffee, refreshing cocktails, cold beers and followed by delicious brunch and dinner!","['Bar', 'Cafe', 'International', 'Asian', 'Beer restaurants']","['brunch', 'salad', 'great coffee', 'the owner']","['Accepts Credit Cards', 'Delivery', 'Dog Friendly', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Playgrounds', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']",Kuta,"['Asian', 'Western']",[],"['brunch', 'salad', 'great coffee', 'the owner']","['Accepts Credit Cards', 'Delivery', 'Dog Friendly', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Playgrounds', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']"
The Orange's,5.0,Table Service,"['Seafood', 'International', 'Asian', 'Grill', 'Indonesian']","['satay', 'chicken', 'gado gado', 'indonesia', 'warung', 'bbq', 'sweetest']","['Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Asian'],"['Seafood', 'Grill']","['satay', 'chicken', 'gado gado', 'indonesia', 'warung', 'bbq', 'sweetest']","['Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
"Bask Beach Club and Restaurant, Gili Meno",4.5,"Discover the soul of BASK at the Beach Club… Luxuriate in a paradise of white sand, crystal clear waters, and a breathtaking 35-meter infinity pool. Satisfy your cravings with our international cuisine, while being seduced by the irresistible charm of Rosalee. Come play in our elegant and enticing oasis.","['Steakhouse', 'International', 'Sushi', 'Wine Bar']","['pizza', 'beef tartare', 'swim up bar', 'frozen cocktails', 'amazing food', 'culinary experience', 'star service', 'varied menu', 'amazing sunset', 'lunch or dinner', 'day trip', 'gili', 'pool', 'island', 'resort', 'chill', 'beach']","['Accepts Credit Cards', 'American Express', 'Beach', 'Free Wifi', 'Full Bar', 'Jazz Bar', 'Live Music', 'Outdoor Seating', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront', 'Wine and Beer']",Pemenang,"['Asian', 'Western']",['Sushi'],"['pizza', 'beef tartare', 'swim up bar', 'frozen cocktails', 'amazing food', 'culinary experience', 'star service', 'varied menu', 'amazing sunset', 'lunch or dinner', 'day trip', 'gili', 'pool', 'island', 'resort', 'chill', 'beach']","['Accepts Credit Cards', 'American Express', 'Beach', 'Free Wifi', 'Full Bar', 'Jazz Bar', 'Live Music', 'Outdoor Seating', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront', 'Wine and Beer']"
SAME SAME Hangout,5.0,Our restaurant is set in a tropical garden down a quiet street close to the center of Kuta. We're serving savory meat stews as well as a range of vegan options. We have a large variety of signature herbal teas and fresh juices and a few yummy desserts on our menu too. Feel free to borrow a book or a game to enjoy yourself in our little piece of paradise.,"['French', 'Belgian', 'International', 'European', 'Healthy']",['vibe'],"['Buffet', 'Delivery', 'Family style', 'Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Playgrounds', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']",Kuta,['Western'],[],['vibe'],"['Buffet', 'Delivery', 'Family style', 'Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Playgrounds', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']"
Mama Pizza Kuta Lombok,4.5,Reservations,"['Italian', 'Pizza', 'Cafe', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","['burrata', 'pizza', 'lombok', 'limoncello', 'ambience', 'dough', 'spicy']","['Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Kuta,['Western'],['Pizza'],"['burrata', 'pizza', 'lombok', 'limoncello', 'ambience', 'dough', 'spicy']","['Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Nooq Trattoria & Sunset Bar,5.0,"Located at the beach front of Qunci Villas for spectacular sunsets, NooQ offers an Italian Stuzzichini (finger food) menu plus specially blended drinks. Join us for our Happy Hour 2:1* from 5 pm to 7 pm to meet and mingle, enjoy a chilled glass with a loved one, share a few eclectic plates with friends, and breathe the breeze. [* not including wine, beer, mocktails, soft drinks and juice]","['Italian', 'Bar', 'Mediterranean', 'European', 'Wine Bar', 'Dining bars']","['pasta', 'tuna', 'gelato', 'ice cream', 'qunci villas', 'great cocktails', 'happy hour on cocktails', 'beach', 'lombok', 'sunset', 'views', 'stay', 'limoncello', 'mains']","['American Express', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service']",Senggigi,['Western'],[],"['pasta', 'tuna', 'gelato', 'ice cream', 'qunci villas', 'great cocktails', 'happy hour on cocktails', 'beach', 'lombok', 'sunset', 'views', 'stay', 'limoncello', 'mains']","['American Express', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service']"
Maktal Coffee Bar,4.5,Seating,['Cafe'],[],"['Seating', 'Takeout']",Mataram,['Western'],[],[],"['Seating', 'Takeout']"
Loka Health Cafe/Bar,4.5,"Welcome to Loka Heath cafe/bar. Eat in our open air cafe. Loka's menu boasts a wide variety of health-based meals, for all dietary needs. We offer meal plans to help you reach your health and fitness goals. Take away and delivery are available. We also host weekly events. Mondays are movie nights, chill out on our bean bags and watch a movie under the stars. Taco Tuesdays, 3 tacos, cocktail deal & live music. Grab one of our famous smoothie bowls 2 for 1 all day Wednesdays. Burger & beer deal every Thursday. Sunday nights see our Sunday Sesh…30k all you can eat bbq with live acoustic music for those chilled holiday vibes. Happy hour available every day, 2 for 1 on all cocktails 6-8pm. Check out our instagram @loka.lombok","['Bar', 'Cafe', 'Pub', 'Fusion', 'Healthy']",[],"['Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Kuta,['Western'],[],[],"['Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Willy's Bar & Grill,4.5,"Bar and grill establishment, full service bar and good selection of meals. We serve both international and local dishes.","['Bar', 'Pizza', 'Pub', 'Indonesian']",[],"['Accepts Credit Cards', 'Delivery', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Reservations', 'Seating', 'Serves Alcohol', 'Sports bars', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Wine and Beer']",Senggigi,"['Asian', 'Western']",['Pizza'],[],"['Accepts Credit Cards', 'Delivery', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Reservations', 'Seating', 'Serves Alcohol', 'Sports bars', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Wine and Beer']"
Kuta Bay Café,4.5,"Now open Kuta Bay Cafe part of Kuta Bay Homestay. Open for lunch and dinner from 11:00 am - 10:00 pm With our delicious and healthy food. We serve Indonesian, Asian, Western food. Come and try our favorite menu Seafood Skewer, Grill Fish and Chicken Blue Lagoon Don't miss it!","['International', 'Grill', 'Indonesian']",['lombok'],"['Cash Only', 'Delivery', 'Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']",Kuta,['Asian'],['Grill'],['lombok'],"['Cash Only', 'Delivery', 'Free off-street parking', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']"
Spice Market,3.5,Reservations,"['Asian', 'Indonesian']",[],"['Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Lombok,['Asian'],[],[],"['Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Warung Bintang,4.0,Seating,"['Asian', 'Indonesian']",[],"['Seating', 'Serves Alcohol', 'Table Service']",Senggigi,['Asian'],[],[],"['Seating', 'Serves Alcohol', 'Table Service']"
